ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Full Descriptor,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CTS Name,Unit
543,Qatar,QA,QAT,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",2.4,2.6,2.6,2.7,2.9,3,2.9,2.9,2.9,2.9,Index for Risk Management; Lack of Coping Capacity,Index
544,Qatar,QA,QAT,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1.7,1.7,1.6,1.6,1,1,1,1,1,1,Index for Risk Management; Vulnerability,Index
545,Romania,RO,ROU,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,Climate-Driven Hazard & Exposure,Index
546,Romania,RO,ROU,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.9,2.7,2.8,2.7,2.8,2.7,2.7,2.7,2.3,3.2,Climate-Driven Inform Risk Indicator,Index
547,Romania,RO,ROU,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.1,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,Index for Risk Management; Lack of Coping Capacity,Index
548,Romania,RO,ROU,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1.5,1.5,1.6,1.5,1.7,1.6,1.5,1.6,1,2.5,Index for Risk Management; Vulnerability,Index
549,Russian Federation,RU,RUS,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,Climate-Driven Hazard & Exposure,Index
550,Russian Federation,RU,RUS,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.1,4.4,4.4,4.4,4.1,4,3.8,3.7,2.9,4.7,Climate-Driven Inform Risk Indicator,Index
551,Russian Federation,RU,RUS,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.7,4.6,4.6,4.6,4.5,4.5,4.3,4.3,4.3,4.3,Index for Risk Management; Lack of Coping Capacity,Index
552,Russian Federation,RU,RUS,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.2,2.8,2.9,2.8,2.4,2.2,1.9,1.8,0.9,3.6,Index for Risk Management; Vulnerability,Index
553,Rwanda,RW,RWA,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,Climate-Driven Hazard & Exposure,Index
554,Rwanda,RW,RWA,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.7,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,Climate-Driven Inform Risk Indicator,Index
555,Rwanda,RW,RWA,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.8,5.4,5.3,5.2,5.1,5,5,5,5,5,Index for Risk Management; Lack of Coping Capacity,Index
556,Rwanda,RW,RWA,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.9,5.9,6.1,6.2,6.2,6.1,6,6,5.9,5.9,Index for Risk Management; Vulnerability,Index
557,Samoa,WS,WSM,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,Climate-Driven Hazard & Exposure,Index
558,Samoa,WS,WSM,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",3.3,3.1,2.9,2.9,2.9,3,3,3,3,3,Climate-Driven Inform Risk Indicator,Index
559,Samoa,WS,WSM,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.3,4.3,4.3,4.1,4.1,4.3,4.3,4.2,4.2,4.2,Index for Risk Management; Lack of Coping Capacity,Index
560,Samoa,WS,WSM,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",3.7,3.5,3.1,3,3.2,3.4,3.4,3.5,3.5,3.4,Index for Risk Management; Vulnerability,Index
561,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Climate-Driven Hazard & Exposure,Index
562,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4,Climate-Driven Inform Risk Indicator,Index
563,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",6,5.7,5.6,5.4,5.4,5.4,5.4,5.3,5.3,5.3,Index for Risk Management; Lack of Coping Capacity,Index
564,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.7,4.4,4.4,4.2,4.3,4.4,3.8,3.9,4.8,4.8,Index for Risk Management; Vulnerability,Index
565,Saudi Arabia,SA,SAU,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,Climate-Driven Hazard & Exposure,Index
566,Saudi Arabia,SA,SAU,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.2,2.2,2.1,2.1,2.1,2.4,2.4,2.5,2.6,2.6,Climate-Driven Inform Risk Indicator,Index
567,Saudi Arabia,SA,SAU,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3.9,3.5,3.4,3.7,3.5,3.5,3.4,3.4,3.4,3.4,Index for Risk Management; Lack of Coping Capacity,Index
568,Saudi Arabia,SA,SAU,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.9,0.9,0.8,0.8,0.8,1.2,1.2,1.5,1.6,1.6,Index for Risk Management; Vulnerability,Index
569,Senegal,SN,SEN,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,Climate-Driven Hazard & Exposure,Index
570,Senegal,SN,SEN,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",5,5.1,5.1,5,4.9,4.9,4.8,4.8,4.8,4.8,Climate-Driven Inform Risk Indicator,Index
571,Senegal,SN,SEN,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.7,6,5.9,5.8,5.7,5.6,5.4,5.4,5.5,5.5,Index for Risk Management; Lack of Coping Capacity,Index
572,Senegal,SN,SEN,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.5,5.5,5.4,5.2,5.1,5,4.9,5,5,5,Index for Risk Management; Vulnerability,Index
573,"Serbia, Rep. of",RS,SRB,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,Climate-Driven Hazard & Exposure,Index
574,"Serbia, Rep. of",RS,SRB,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.2,4.3,4.2,3.9,3.7,3.7,3.6,3.6,3.6,3.6,Climate-Driven Inform Risk Indicator,Index
575,"Serbia, Rep. of",RS,SRB,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.1,3.8,3.8,3.6,3.6,3.7,3.7,3.7,3.7,3.7,Index for Risk Management; Lack of Coping Capacity,Index
576,"Serbia, Rep. of",RS,SRB,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",3.5,3.9,3.8,3.1,2.7,2.6,2.5,2.5,2.4,2.4,Index for Risk Management; Vulnerability,Index
577,Seychelles,SC,SYC,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Climate-Driven Hazard & Exposure,Index
578,Seychelles,SC,SYC,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.8,0.7,0.7,Climate-Driven Inform Risk Indicator,Index
579,Seychelles,SC,SYC,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3.3,3.4,3.3,3.3,3.2,3.1,2.9,2.9,2.9,2.9,Index for Risk Management; Lack of Coping Capacity,Index
580,Seychelles,SC,SYC,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.5,2.4,2,1.9,1.8,1.3,1.2,1.5,1.4,1.4,Index for Risk Management; Vulnerability,Index
581,Sierra Leone,SL,SLE,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,Climate-Driven Hazard & Exposure,Index
582,Sierra Leone,SL,SLE,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,Climate-Driven Inform Risk Indicator,Index
583,Sierra Leone,SL,SLE,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.4,7.2,7.2,7.1,7.1,6.9,6.9,6.8,6.8,6.8,Index for Risk Management; Lack of Coping Capacity,Index
584,Sierra Leone,SL,SLE,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.7,5.7,5.7,5.7,5.6,5.8,5.8,5.8,5.8,5.8,Index for Risk Management; Vulnerability,Index
585,Singapore,SG,SGP,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Climate-Driven Hazard & Exposure,Index
586,Singapore,SG,SGP,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,Climate-Driven Inform Risk Indicator,Index
587,Singapore,SG,SGP,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",1.2,1.1,1.1,1.1,1.1,1,1.1,1,1,1,Index for Risk Management; Lack of Coping Capacity,Index
588,Singapore,SG,SGP,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,Index for Risk Management; Vulnerability,Index
589,Slovak Rep.,SK,SVK,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,Climate-Driven Hazard & Exposure,Index
590,Slovak Rep.,SK,SVK,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.1,2,2,2,2,2,2,2,1.9,2.8,Climate-Driven Inform Risk Indicator,Index
591,Slovak Rep.,SK,SVK,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.6,2.6,Index for Risk Management; Lack of Coping Capacity,Index
592,Slovak Rep.,SK,SVK,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1,1,1,1,1,0.9,0.9,0.9,0.8,2.6,Index for Risk Management; Vulnerability,Index
593,"Slovenia, Rep. of",SI,SVN,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,Climate-Driven Hazard & Exposure,Index
594,"Slovenia, Rep. of",SI,SVN,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,Climate-Driven Inform Risk Indicator,Index
595,"Slovenia, Rep. of",SI,SVN,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",1.7,1.7,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6,Index for Risk Management; Lack of Coping Capacity,Index
596,"Slovenia, Rep. of",SI,SVN,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,1.3,1.3,Index for Risk Management; Vulnerability,Index
597,Solomon Islands,SB,SLB,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,Climate-Driven Hazard & Exposure,Index
598,Solomon Islands,SB,SLB,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.2,4.5,4.5,4.2,4.1,4.1,4.1,4.1,4.1,4.1,Climate-Driven Inform Risk Indicator,Index
