ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
1890,Oman,OM,OMN,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.417361125,0.417967005,0.419007044,0.420799897,0.422943375,0.423824894,0.423394144,0.42235529
1891,Oman,OM,OMN,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.569021779,0.564793009,0.57053419,0.572789038,0.572177079,0.571911159,0.571499033,0.571099478
1892,Oman,OM,OMN,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.581192995,0.582119462,0.58329251,0.584465558,0.586949538,0.589433518,0.580349859,0.579321532
1893,Oman,OM,OMN,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.409779441,0.409779441,0.409779441,0.409779441,0.409779441,0.409779441,0.409779441,0.409779441
1894,Oman,OM,OMN,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.499700931,0.510865133,0.507632611,0.508293908,0.513189265,0.507665273,0.508597649,0.501845985
1895,Oman,OM,OMN,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.478325081,0.468141503,0.476726672,0.487294815,0.493348472,0.501456702,0.507283013,0.509068454
1896,Oman,OM,OMN,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.40909097,0.411598686,0.412054634,0.411116433,0.41117781,0.411888038,0.411888038,0.411888038
1897,Oman,OM,OMN,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.183390171,0.183390171,0.183390171,0.183390171,0.183390171,0.183390171,0.183390171,0.183390171
1898,Oman,OM,OMN,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.310532483,0.315903749,0.31400536,0.317993597,0.325553785,0.328551368,0.327516301,0.324479647
1899,Oman,OM,OMN,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.352466604,0.351687073,0.350945668,0.350238496,0.349604996,0.349115662,0.348856136,0.348617561
1900,Pakistan,PK,PAK,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.376873303,0.376920626,0.382476185,0.384068339,0.389427429,0.395280157,0.399060049,0.393659482
1901,Pakistan,PK,PAK,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.26096439,0.262844526,0.274141257,0.276888461,0.276817689,0.289784486,0.300056353,0.288711175
1902,Pakistan,PK,PAK,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.277803086,0.271150663,0.28656852,0.292510564,0.286952376,0.302959162,0.311870217,0.297301175
1903,Pakistan,PK,PAK,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.238837434,0.250189842,0.267454776,0.268963452,0.268395789,0.288852299,0.307744664,0.288069673
1904,Pakistan,PK,PAK,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.266252651,0.267193074,0.268400473,0.269191365,0.275104901,0.277541998,0.280554178,0.280762676
1905,Pakistan,PK,PAK,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.507217785,0.509003274,0.509188887,0.508751783,0.497962831,0.499224173,0.501936254,0.50139221
1906,Pakistan,PK,PAK,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.568838282,0.565798222,0.566851434,0.567421415,0.532906784,0.531453611,0.530057019,0.529016308
1907,Pakistan,PK,PAK,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.554028055,0.557154393,0.557389003,0.557623612,0.557703846,0.55778408,0.557031586,0.556111872
1908,Pakistan,PK,PAK,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.492726342,0.492726342,0.492726342,0.492726342,0.492726342,0.492726342,0.492726342,0.492726342
1909,Pakistan,PK,PAK,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.564027967,0.560266746,0.553445001,0.543553473,0.544924071,0.555992433,0.549628175,0.550022185
1910,Pakistan,PK,PAK,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.426029622,0.425477064,0.435885377,0.446052172,0.445593776,0.445021263,0.444318272,0.443487681
1911,Pakistan,PK,PAK,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.62794687,0.636416181,0.628313147,0.634500164,0.63783322,0.629366991,0.657171301,0.657171301
1912,Pakistan,PK,PAK,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.250544354,0.255681648,0.26278713,0.255184611,0.187849054,0.195036916,0.193059874,0.192891476
1913,Pakistan,PK,PAK,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.455163014,0.462600429,0.462867075,0.460517697,0.459511496,0.465333117,0.472432544,0.471754397
1914,Pakistan,PK,PAK,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.62072984,0.619023613,0.617313666,0.615596668,0.613873016,0.612143355,0.610408317,0.608668746
1915,"Palau, Rep. of",PW,PLW,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.507772373,0.517156487,0.518829034,0.521273658,0.522662704,0.523459816,0.521956427,0.525194848
1916,"Palau, Rep. of",PW,PLW,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.526173964,0.536245455,0.541753981,0.543574367,0.545816501,0.557947086,0.556908642,0.564113843
1917,"Palau, Rep. of",PW,PLW,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.608326153,0.624128993,0.632883527,0.637372247,0.644487054,0.647545766,0.648723077,0.652657753
1918,"Palau, Rep. of",PW,PLW,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.544725258,0.558451484,0.565537121,0.565824154,0.564750343,0.598174922,0.593966769,0.611697834
1919,"Palau, Rep. of",PW,PLW,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.425470483,0.426155888,0.426841294,0.4275267,0.428212106,0.428120569,0.428036079,0.427985942
1920,"Palau, Rep. of",PW,PLW,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.510629219,0.501932482,0.504095912,0.501027051,0.500491093,0.511027455,0.512995787,0.513724147
1921,"Palau, Rep. of",PW,PLW,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.531686308,0.531686308,0.531686308,0.531686308,0.531686308,0.531686308,0.531686308,0.531686308
1922,"Palau, Rep. of",PW,PLW,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.46942427,0.4453462,0.443488279,0.441276858,0.438731149,0.437614638,0.436547701,0.435528183
1923,"Palau, Rep. of",PW,PLW,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.547814179,0.551412888,0.555093162,0.559259386,0.563980368,0.568428572,0.572536297,0.576469257
1924,"Palau, Rep. of",PW,PLW,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.519764173,0.506719567,0.513550934,0.499320689,0.495001583,0.533815337,0.538647878,0.538647878
1925,"Palau, Rep. of",PW,PLW,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.505514254,0.504251272,0.504251272,0.504251272,0.504251272,0.504251272,0.504251272,0.504251272
1926,Panama,PA,PAN,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.50431465,0.504798281,0.498446563,0.499450565,0.494619547,0.492919619,0.491950996,0.486767706
1927,Panama,PA,PAN,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.429036492,0.429251267,0.416338683,0.418837041,0.408905696,0.406371036,0.407861395,0.395726411
1928,Panama,PA,PAN,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.508622782,0.51129193,0.50469681,0.489207237,0.487126726,0.480693764,0.476993993,0.467117999
1929,Panama,PA,PAN,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.525964792,0.502102726,0.47810309,0.469810012,0.472379726,0.472577331,0.461575436,0.434937126
1930,Panama,PA,PAN,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.252521902,0.274359145,0.266216149,0.297493875,0.267210636,0.265842013,0.285014756,0.285124107
1931,Panama,PA,PAN,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.420407192,0.419654705,0.419445557,0.419935911,0.419666603,0.420531799,0.423959402,0.422190998
1932,Panama,PA,PAN,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.543004301,0.539937816,0.539921537,0.541698605,0.539609081,0.536595493,0.534720378,0.53393375
1933,Panama,PA,PAN,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.366075172,0.36964984,0.36988445,0.37011906,0.370387981,0.370656902,0.378651624,0.374930806
1934,Panama,PA,PAN,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.446480917,0.446480917,0.446480917,0.446480917,0.446480917,0.446480917,0.446480917,0.446480917
1935,Panama,PA,PAN,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.451333534,0.454213184,0.452338309,0.451467078,0.452365173,0.46222561,0.47045731,0.464517338
1936,Panama,PA,PAN,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.522838184,0.517087034,0.520684829,0.524298869,0.522816319,0.521315002,0.519857493,0.518402664
1937,Panama,PA,PAN,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.398117892,0.394297049,0.393273796,0.393406897,0.392274982,0.391195681,0.396992389,0.396992389
1938,Panama,PA,PAN,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.45683863,0.455491449,0.453302282,0.453133884,0.452965487,0.450607921,0.450607921,0.451113114
1939,Panama,PA,PAN,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.301790605,0.302411126,0.301882518,0.301861596,0.30288927,0.308086122,0.31944847,0.31479878
1940,Panama,PA,PAN,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.327239738,0.327189676,0.327189676,0.327189676,0.327189676,0.327189676,0.327189676,0.327189676
1941,Papua New Guinea,PG,PNG,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.370571111,0.361155646,0.38043158,0.378445526,0.367510446,0.375766505,0.366455234,0.37218182
1942,Papua New Guinea,PG,PNG,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.299593983,0.291135148,0.292219729,0.29843232,0.285727801,0.292545157,0.283850634,0.295053436
1943,Papua New Guinea,PG,PNG,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.35866307,0.359906784,0.346656632,0.360289508,0.348017862,0.370953626,0.355094229,0.371909994
1944,Papua New Guinea,PG,PNG,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.389035725,0.36091034,0.375954609,0.377644469,0.348650454,0.340793579,0.328162724,0.344955367
1945,Papua New Guinea,PG,PNG,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.151083152,0.152588319,0.154047947,0.157362985,0.160515089,0.165888266,0.168294948,0.168294948
1946,Papua New Guinea,PG,PNG,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.558451761,0.568823855,0.531356569,0.541541268,0.550706909,0.541012148,0.550940166,0.550689795
1947,Papua New Guinea,PG,PNG,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.844709287,0.847620773,0.766564381,0.775994699,0.766292086,0.766394645,0.762624156,0.761650866
1948,Papua New Guinea,PG,PNG,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.632644781,0.631813843,0.632283062,0.632752282,0.633439011,0.63412574,0.633652117,0.633234685
